id|marca|nombre|precio|precio_1|precio_2|precio_3|precio_unitario|rubro|url_imagen|url_producto
00497||STEVIA HILERET X 200 BOT|170.0|3,147.10|||$170,00|Almacén > Edulcorantes|2020/01/STEVIA-HILERET-X-200-BOT.jpg|stevia-hileret-x-200-bot/
00499||Salsa Golf Benidorm 500 ml|155.0|3,134.06|||$155,00|Aderezos > Salsa Golf|2020/10/benidorm-salsagolf.jpg|salsa-golf-benidorm-500-ml/
00500||SALSA GOLF DANICA 220ML.|53.0|3,45.35|||$53,00|Aderezos > Salsa Golf|2019/11/SALSA-GOLF-DANICA-220ML.jpg|salsa-golf-danica-220ml/
00501||Azucar Light Lheritier 350 gr.|72.0|3,61.11|||$72,00|Almacén > Azúcar|2020/10/azucar-light-lheritier.jpg|azucar-light-lheritier-350-gr/
00007||Azucar 1 Kg.|58.0|3,49.40|10,44.50||$58,00|Almacén > Azúcar|2019/11/azucar-comun-1kg-fraccionada.jpg|azucar-1kg-s-iva/
00293||Ketchup Natura x 250 Grs.|83.0|3,71.67|||$83,00|Aderezos > Ketchup|2020/11/ketchup-natura-x250.jpg|ketchup-natura-x-250-grs/
00498||Ketchup Danica 50|19.65|3,16.93|||$19,65|Aderezos > Ketchup|2020/01/KETCHUP-DANICA-50.jpg|ketchup-danica-50/
00003||KETCHUP DANICA 220GR|63.5|3,54.91|||$63,50|Aderezos > Ketchup|2020/01/KETCHUP-DANICA-220GR.jpg|ketchup-danica-220gr/
00502||Mostaza Benidorm 500 ml|155.0|3,134.06|||$155,00|Aderezos > Mostazas|2020/10/benidorm-mostaza.jpg|mostaza-benidorm-500-ml/
00503||Mostaza Savora 1 Kg.|190.0|3,163.80|||$190,00|Aderezos > Mostazas|2020/01/MOSTAZA-SAVORA-1KG.jpg|mostaza-savora-1kg/
00504||Mostaza Savora 3 Kg.|375.0|3,357.60|||$375,00|Aderezos > Mostazas|2020/01/MOSTAZA-SAVORA-3KG.jpg|mostaza-savora-3kg/
00505||MOSTAZA SAVORA ORIGINAL X250G|72.0|3,62.40|||$72,00|Aderezos > Mostazas|2020/01/MOSTAZA-SAVORA-ORIGINAL-X250G.jpg|mostaza-savora-original-x250g/
00012||MOSTAZA DANICA 220GR|48.0|3,41.36|||$48,00|Aderezos > Mostazas|2020/01/MOSTAZA-DANICA-250GR.jpg|mostaza-danica-220gr/
00506||Mostaza Danica 60 Grs.|17.0|3,14.68|||$17,00|Aderezos > Mostazas|2020/01/MOSTAZA-DANICA-60GR.jpg|mostaza-danica-60gr/
00507||Arroz Gallo Largo Fino 500 Grs.|68.0|3,58.98|||$68,00|Almacén > Arroz|2020/07/arroz-gallo-largo-fino-500.jpg|arroz-gallo-largo-fino-500-grs/
00508||Arroz Dos Hermanos L. Fino x 500 grs.|52.0|3,44.85|||$52,00|Almacén > Arroz|2020/07/arroz-dos-hermanos-Lfino-500.jpg|arroz-dos-hermanos-l-fino-x-500-grs/
00509||Arroz Dos Hermanos Parboil x 500 grs.|56.0|3,48.45|||$56,00|Almacén > Arroz|2020/07/arroz-dos-hermanos-parboil-500.jpg|arroz-dos-hermanos-parboil-x-500-grs/
00017||Arroz Gallo Oro 1 Kg.|136.0|3,117.88|||$136,00|Almacén > Arroz|2020/01/ARROZ-GALLO-ORO-B1-KG.jpg|arroz-gallo-oro-b1-kg-s-iva/
00018||Arroz Noble Largo Fino 500 Grs.|55.0|3,47.10|||$55,00|Almacén > Arroz|2020/01/ARROZ-NOBLE-LF-500G.jpg|arroz-noble-lf-500g-s-iva/
00019||Arroz Gallo Oro Amarillo 500 Grs.|84.0|3,72.92|||$84,00|Almacén > Arroz|2020/01/ARROZ-GALLO-ORO-AMA-500GR.jpg|arroz-gallo-oro-ama-500gr/
00020||ARROZ LUCHADOR 4/0 500GR|47.5|3,39.00|||$47,50|Almacén > Arroz|2019/11/arroz-luchador-500.jpg|arroz-luchador-4-0-500gr-s-iva/
00510||Harina Leudante Corona de Trigo 1 Kg.|59.99|3,51.71|||$59,99|Almacén > Harinas|2020/10/harina-coronadetrigo-leudante.jpg|harina-leudante-corona-de-trigo-1-kg/
00511||HARINA REINA ANA 0000 X1K|46.0|3,40.30|||$46,00|Almacén > Harinas|2020/04/HAR-REINA-ANA-0000.jpg|har-reina-ana-0000-x1k-s-iva/
00023||Harina Graciela Real 000 1 Kg.|45.0|3,38.78|||$45,00|Almacén > Harinas|2020/01/HAR-GRA-REAL-000-1KG.jpg|har-gra-real-000-1kg/
00024||HARINA REINA ANA 000 X1 KG.|39.0|3,30.33|||$39,00|Almacén > Harinas|2019/11/HAR-REINA-ANA-000.jpg|har-reina-ana-000-x1-kg-s-iva/
00025||HARINA CELESTIAL 0000 X KG|57.0|3,47.84|||$57,00|Almacén > Harinas|2020/01/HAR-CELESTIAL-0000-X-KG.jpg|har-celestial-0000-x-kg-s-iva/
00512||Polenta Instantanea Verizzia 500 Grs.|24.0|3,21.00|||$24,00|Almacén > Polentas|2020/11/polenta-verizzia-500.jpg|polenta-instantanea-verizzia-500-grs/
